customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
1099,87,5,2717.82,3,5,5,355,Regular Customer
1100,140,2,788.77,2,1,4,214,At Risk Customer
1101,41,1,1339.45,4,1,4,414,Regular Customer
1102,205,3,0.0,1,3,1,131,At Risk Customer
1104,322,1,0.0,1,1,1,111,At Risk Customer
1105,150,4,1244.58,2,4,4,244,At Risk Customer
1106,207,2,0.0,1,1,1,111,At Risk Customer
1107,85,3,0.0,3,3,1,331,Regular Customer
1108,3,6,0.0,5,5,1,551,Potential Loyalist
1109,198,3,0.0,1,3,1,131,At Risk Customer
1110,40,4,2098.22,4,4,4,444,Potential Loyalist
1111,79,2,1839.86,3,1,4,314,Regular Customer
1112,39,5,2540.56,4,5,5,455,Potential Loyalist
1113,2,2,0.0,5,1,1,511,Regular Customer
1114,78,2,0.0,3,1,1,311,Regular Customer
1115,136,2,1763.68,2,1,4,214,At Risk Customer
1116,43,4,0.0,4,4,1,441,Potential Loyalist
1118,350,1,4522.5,1,1,5,115,At Risk Customer
1119,285,1,0.0,1,1,1,111,At Risk Customer
1120,175,3,0.0,2,3,1,231,At Risk Customer
1121,87,2,1894.59,3,1,4,314,Regular Customer
1122,233,1,0.0,1,1,1,111,At Risk Customer
1123,3,3,0.0,5,3,1,531,Potential Loyalist
1124,67,4,1684.02,3,4,4,344,Regular Customer
1125,30,4,0.0,4,4,1,441,Potential Loyalist
1126,31,4,2051.36,4,4,4,444,Potential Loyalist
1127,66,4,0.0,3,4,1,341,Regular Customer
1128,290,1,0.0,1,1,1,111,At Risk Customer
1129,67,4,0.0,3,4,1,341,Regular Customer
1130,11,2,1026.78,5,1,4,514,Regular Customer
1131,181,2,1150.86,2,1,4,214,At Risk Customer
1132,117,3,3476.2200000000003,2,3,5,235,At Risk Customer
1134,31,8,7061.16,4,5,5,455,Potential Loyalist
1135,53,3,0.0,4,3,1,431,Potential Loyalist
1136,272,2,0.0,1,1,1,111,At Risk Customer
1138,16,6,924.05,5,5,4,554,Potential Loyalist
1139,226,2,0.0,1,1,1,111,At Risk Customer
1140,295,1,0.0,1,1,1,111,At Risk Customer
1141,237,2,0.0,1,1,1,111,At Risk Customer
1142,88,4,0.0,3,4,1,341,Regular Customer
1143,39,6,0.0,4,5,1,451,Potential Loyalist
1144,315,2,0.0,1,1,1,111,At Risk Customer
1145,55,2,997.25,4,1,4,414,Regular Customer
1146,31,4,2950.09,4,4,5,445,Potential Loyalist
1147,156,3,0.0,2,3,1,231,At Risk Customer
1148,29,4,843.58,4,4,4,444,Potential Loyalist
1149,116,2,0.0,2,1,1,211,At Risk Customer
1150,158,3,2340.49,2,3,4,234,At Risk Customer
1151,14,5,673.69,5,5,3,553,Potential Loyalist
1152,108,1,772.78,2,1,4,214,At Risk Customer
1153,85,1,1069.29,3,1,4,314,Regular Customer
1155,5,5,4908.51,5,5,5,555,High Value Customer
1156,306,2,0.0,1,1,1,111,At Risk Customer
1157,288,1,0.0,1,1,1,111,At Risk Customer
1158,3,3,2864.37,5,3,5,535,Potential Loyalist
1159,174,4,5605.16,2,4,5,245,At Risk Customer
1160,138,6,2058.0,2,5,4,254,At Risk Customer
1161,114,2,0.0,2,1,1,211,At Risk Customer
1162,335,1,1483.14,1,1,4,114,At Risk Customer
1163,15,5,403.7,5,5,3,553,Potential Loyalist
1164,179,3,1126.58,2,3,4,234,At Risk Customer
1165,19,5,1357.8700000000001,5,5,4,554,Potential Loyalist
1166,11,1,0.0,5,1,1,511,Regular Customer
1167,17,3,3059.2,5,3,5,535,Potential Loyalist
1168,15,2,0.0,5,1,1,511,Regular Customer
1169,36,4,947.29,4,4,4,444,Potential Loyalist
1171,206,1,0.0,1,1,1,111,At Risk Customer
1172,0,4,332.26,5,4,3,543,Potential Loyalist
1174,95,3,1507.02,3,3,4,334,Regular Customer
1175,127,3,2666.8900000000003,2,3,5,235,At Risk Customer
1176,89,2,0.0,3,1,1,311,Regular Customer
1177,141,3,756.39,2,3,4,234,At Risk Customer
1179,144,2,0.0,2,1,1,211,At Risk Customer
1181,45,4,0.0,4,4,1,441,Potential Loyalist
1182,21,3,0.0,5,3,1,531,Potential Loyalist
1183,45,4,5294.04,4,4,5,445,Potential Loyalist
1184,56,3,3314.81,4,3,5,435,Potential Loyalist
1185,48,5,0.0,4,5,1,451,Potential Loyalist
1186,36,3,0.0,4,3,1,431,Potential Loyalist
1187,18,3,9145.76,5,3,5,535,Potential Loyalist
1188,19,4,1550.69,5,4,4,544,Potential Loyalist
1189,111,3,0.0,2,3,1,231,At Risk Customer
1190,38,4,1456.45,4,4,4,444,Potential Loyalist
1191,28,2,0.0,4,1,1,411,Regular Customer
1192,71,1,0.0,3,1,1,311,Regular Customer
1193,38,3,1818.94,4,3,4,434,Potential Loyalist
1194,206,2,0.0,1,1,1,111,At Risk Customer
1195,1,3,1219.67,5,3,4,534,Potential Loyalist
1196,33,5,5634.82,4,5,5,455,Potential Loyalist
1197,25,4,4518.88,5,4,5,545,Potential Loyalist
1198,165,2,973.3,2,1,4,214,At Risk Customer
1199,323,1,0.0,1,1,1,111,At Risk Customer
1200,5,4,1897.32,5,4,4,544,Potential Loyalist
1201,51,3,0.0,4,3,1,431,Potential Loyalist
1202,247,2,1248.59,1,1,4,114,At Risk Customer
1203,0,6,3619.66,5,5,5,555,High Value Customer
1204,40,5,969.32,4,5,4,454,Potential Loyalist
1205,121,2,0.0,2,1,1,211,At Risk Customer
1206,116,2,3324.51,2,1,5,215,At Risk Customer
1207,234,1,0.0,1,1,1,111,At Risk Customer
1208,86,4,1136.65,3,4,4,344,Regular Customer
1209,1,7,816.6,5,5,4,554,Potential Loyalist
1210,163,3,0.0,2,3,1,231,At Risk Customer
1211,51,1,0.0,4,1,1,411,Regular Customer
1212,23,6,2666.46,5,5,5,555,High Value Customer
1213,7,6,744.78,5,5,4,554,Potential Loyalist
1214,257,2,3055.83,1,1,5,115,At Risk Customer
1215,52,4,1328.42,4,4,4,444,Potential Loyalist
1216,313,2,0.0,1,1,1,111,At Risk Customer
1217,326,1,0.0,1,1,1,111,At Risk Customer
1218,68,4,3526.43,3,4,5,345,Regular Customer
1219,137,4,0.0,2,4,1,241,At Risk Customer
1220,208,3,1765.86,1,3,4,134,At Risk Customer
1221,107,2,0.0,3,1,1,311,Regular Customer
1222,58,6,898.63,4,5,4,454,Potential Loyalist
1223,47,2,522.78,4,1,3,413,Regular Customer
1224,218,2,0.0,1,1,1,111,At Risk Customer
1225,72,4,268.76,3,4,3,343,Regular Customer
1226,41,3,1203.09,4,3,4,434,Potential Loyalist
1227,18,2,4039.92,5,1,5,515,Regular Customer
1228,300,2,829.75,1,1,4,114,At Risk Customer
1229,104,5,651.56,3,5,3,353,Regular Customer
1230,57,4,0.0,4,4,1,441,Potential Loyalist
1231,53,4,741.57,4,4,4,444,Potential Loyalist
1232,166,2,0.0,2,1,1,211,At Risk Customer
1233,6,2,0.0,5,1,1,511,Regular Customer
1234,34,3,377.35,4,3,3,433,Potential Loyalist
1235,23,5,0.0,5,5,1,551,Potential Loyalist
1236,284,1,0.0,1,1,1,111,At Risk Customer
1237,4,3,0.0,5,3,1,531,Potential Loyalist
1238,31,2,0.0,4,1,1,411,Regular Customer
1239,42,3,0.0,4,3,1,431,Potential Loyalist
1240,61,3,1882.12,4,3,4,434,Potential Loyalist
1241,56,6,3617.15,4,5,5,455,Potential Loyalist
1242,7,2,0.0,5,1,1,511,Regular Customer
1243,128,3,3898.5,2,3,5,235,At Risk Customer
1244,50,5,3078.65,4,5,5,455,Potential Loyalist
1245,210,2,0.0,1,1,1,111,At Risk Customer
1246,156,1,0.0,2,1,1,211,At Risk Customer
1247,236,1,0.0,1,1,1,111,At Risk Customer
1248,55,2,0.0,4,1,1,411,Regular Customer
1250,71,2,0.0,3,1,1,311,Regular Customer
1251,35,2,0.0,4,1,1,411,Regular Customer
1252,47,3,7790.94,4,3,5,435,Potential Loyalist
1253,62,3,2191.33,3,3,4,334,Regular Customer
1254,213,1,0.0,1,1,1,111,At Risk Customer
1255,115,1,0.0,2,1,1,211,At Risk Customer
1256,318,1,0.0,1,1,1,111,At Risk Customer
1257,258,2,0.0,1,1,1,111,At Risk Customer
1258,29,1,0.0,4,1,1,411,Regular Customer
1259,225,2,0.0,1,1,1,111,At Risk Customer
1260,309,2,0.0,1,1,1,111,At Risk Customer
1261,33,3,0.0,4,3,1,431,Potential Loyalist
1262,87,3,797.16,3,3,4,334,Regular Customer
1263,51,4,0.0,4,4,1,441,Potential Loyalist
1264,97,3,1712.22,3,3,4,334,Regular Customer
1266,5,3,0.0,5,3,1,531,Potential Loyalist
1267,43,4,0.0,4,4,1,441,Potential Loyalist
1268,14,3,1455.21,5,3,4,534,Potential Loyalist
1269,48,4,1787.02,4,4,4,444,Potential Loyalist
1270,98,4,3845.93,3,4,5,345,Regular Customer
1271,34,8,1130.35,4,5,4,454,Potential Loyalist
1273,241,1,0.0,1,1,1,111,At Risk Customer
1274,103,3,2065.7,3,3,4,334,Regular Customer
1275,134,4,7788.92,2,4,5,245,At Risk Customer
1277,3,4,414.36,5,4,3,543,Potential Loyalist
1278,82,4,4367.72,3,4,5,345,Regular Customer
1279,71,6,3180.17,3,5,5,355,Regular Customer
1280,79,2,0.0,3,1,1,311,Regular Customer
1281,107,3,0.0,3,3,1,331,Regular Customer
1282,39,2,281.46,4,1,3,413,Regular Customer
1283,50,2,3166.32,4,1,5,415,Regular Customer
1284,92,4,6649.04,3,4,5,345,Regular Customer
1285,240,3,2942.34,1,3,5,135,At Risk Customer
1286,29,1,0.0,4,1,1,411,Regular Customer
1287,195,3,0.0,1,3,1,131,At Risk Customer
1288,332,2,0.0,1,1,1,111,At Risk Customer
1289,145,2,0.0,2,1,1,211,At Risk Customer
1290,43,4,1015.65,4,4,4,444,Potential Loyalist
1291,139,2,2457.68,2,1,5,215,At Risk Customer
1292,288,2,3075.91,1,1,5,115,At Risk Customer
1293,203,2,0.0,1,1,1,111,At Risk Customer
1294,170,1,0.0,2,1,1,211,At Risk Customer
1295,174,4,267.34,2,4,3,243,At Risk Customer
1296,321,1,0.0,1,1,1,111,At Risk Customer
1297,83,2,0.0,3,1,1,311,Regular Customer
1298,277,1,285.16,1,1,3,113,At Risk Customer
1299,13,3,0.0,5,3,1,531,Potential Loyalist
1300,28,4,0.0,4,4,1,441,Potential Loyalist
1301,62,2,0.0,3,1,1,311,Regular Customer
1302,41,2,821.62,4,1,4,414,Regular Customer
1303,316,1,989.88,1,1,4,114,At Risk Customer
1304,80,2,529.27,3,1,3,313,Regular Customer
1305,80,2,0.0,3,1,1,311,Regular Customer
1306,117,3,0.0,2,3,1,231,At Risk Customer
1307,68,2,553.52,3,1,3,313,Regular Customer
1308,19,4,566.61,5,4,3,543,Potential Loyalist
1309,270,2,0.0,1,1,1,111,At Risk Customer
1310,7,7,0.0,5,5,1,551,Potential Loyalist
1311,347,1,0.0,1,1,1,111,At Risk Customer
1312,188,3,6037.98,1,3,5,135,At Risk Customer
1313,121,2,0.0,2,1,1,211,At Risk Customer
1314,236,1,0.0,1,1,1,111,At Risk Customer
1315,70,4,1937.57,3,4,4,344,Regular Customer
1316,19,7,9432.31,5,5,5,555,High Value Customer
1317,29,6,8119.4400000000005,4,5,5,455,Potential Loyalist
1318,28,5,1692.53,4,5,4,454,Potential Loyalist
1319,109,4,3602.98,2,4,5,245,At Risk Customer
1320,116,1,0.0,2,1,1,211,At Risk Customer
1322,43,5,2239.44,4,5,4,454,Potential Loyalist
1323,211,3,3132.29,1,3,5,135,At Risk Customer
1324,34,4,3519.68,4,4,5,445,Potential Loyalist
1325,27,7,0.0,4,5,1,451,Potential Loyalist
1326,4,2,0.0,5,1,1,511,Regular Customer
1327,0,3,4069.45,5,3,5,535,Potential Loyalist
1328,19,4,0.0,5,4,1,541,Potential Loyalist
1329,2,4,443.01,5,4,3,543,Potential Loyalist
1330,22,2,0.0,5,1,1,511,Regular Customer
1331,132,3,4930.51,2,3,5,235,At Risk Customer
1332,84,4,3016.32,3,4,5,345,Regular Customer
1333,70,1,0.0,3,1,1,311,Regular Customer
1334,14,8,12203.21,5,5,5,555,High Value Customer
1335,9,6,3522.92,5,5,5,555,High Value Customer
1336,108,3,3797.19,2,3,5,235,At Risk Customer
1337,229,2,783.06,1,1,4,114,At Risk Customer
1338,196,2,0.0,1,1,1,111,At Risk Customer
1339,5,5,530.31,5,5,3,553,Potential Loyalist
1340,159,1,0.0,2,1,1,211,At Risk Customer
1341,16,1,0.0,5,1,1,511,Regular Customer
1342,69,2,0.0,3,1,1,311,Regular Customer
1343,22,6,3053.36,5,5,5,555,High Value Customer
1344,156,3,0.0,2,3,1,231,At Risk Customer
1345,9,4,256.67,5,4,3,543,Potential Loyalist
1346,108,4,0.0,2,4,1,241,At Risk Customer
1347,146,3,3357.67,2,3,5,235,At Risk Customer
1348,18,4,4789.77,5,4,5,545,Potential Loyalist
1349,100,4,307.29,3,4,3,343,Regular Customer
1350,244,6,1480.29,1,5,4,154,At Risk Customer
1351,88,2,4652.64,3,1,5,315,Regular Customer
1352,192,5,1316.79,1,5,4,154,At Risk Customer
1353,226,3,0.0,1,3,1,131,At Risk Customer
1354,291,1,0.0,1,1,1,111,At Risk Customer
1355,24,3,0.0,5,3,1,531,Potential Loyalist
1356,105,2,2397.1,3,1,5,315,Regular Customer
1357,300,1,1199.55,1,1,4,114,At Risk Customer
1358,312,1,0.0,1,1,1,111,At Risk Customer
1359,39,2,0.0,4,1,1,411,Regular Customer
1360,138,3,3696.46,2,3,5,235,At Risk Customer
1361,2,3,4596.29,5,3,5,535,Potential Loyalist
1362,143,3,3356.54,2,3,5,235,At Risk Customer
1363,150,4,181.93,2,4,3,243,At Risk Customer
1364,67,2,0.0,3,1,1,311,Regular Customer
1365,56,4,3247.63,4,4,5,445,Potential Loyalist
1366,42,6,4299.17,4,5,5,455,Potential Loyalist
1367,51,2,0.0,4,1,1,411,Regular Customer
1368,122,4,4747.9400000000005,2,4,5,245,At Risk Customer
1369,235,1,0.0,1,1,1,111,At Risk Customer
1370,55,2,1920.92,4,1,4,414,Regular Customer
1371,62,2,0.0,3,1,1,311,Regular Customer
1372,24,3,7627.08,5,3,5,535,Potential Loyalist
1374,22,3,0.0,5,3,1,531,Potential Loyalist
1375,237,1,0.0,1,1,1,111,At Risk Customer
1376,105,2,0.0,3,1,1,311,Regular Customer
1377,270,1,0.0,1,1,1,111,At Risk Customer
1378,30,3,2604.1,4,3,5,435,Potential Loyalist
1379,222,1,863.94,1,1,4,114,At Risk Customer
1380,155,2,700.35,2,1,3,213,At Risk Customer
1381,162,3,566.3,2,3,3,233,At Risk Customer
1382,106,3,4061.77,3,3,5,335,Regular Customer
1383,303,1,0.0,1,1,1,111,At Risk Customer
1384,46,3,0.0,4,3,1,431,Potential Loyalist
1385,345,1,3694.52,1,1,5,115,At Risk Customer
1386,43,3,3064.78,4,3,5,435,Potential Loyalist
1387,23,3,1111.73,5,3,4,534,Potential Loyalist
1388,202,7,3964.28,1,5,5,155,At Risk Customer
1389,242,2,0.0,1,1,1,111,At Risk Customer
1390,38,4,0.0,4,4,1,441,Potential Loyalist
1391,8,4,0.0,5,4,1,541,Potential Loyalist
1393,269,2,0.0,1,1,1,111,At Risk Customer
1394,218,3,0.0,1,3,1,131,At Risk Customer
1395,9,7,2703.44,5,5,5,555,High Value Customer
1396,118,1,0.0,2,1,1,211,At Risk Customer
1397,154,5,2856.24,2,5,5,255,At Risk Customer
1398,191,4,663.37,1,4,3,143,At Risk Customer
1399,18,2,0.0,5,1,1,511,Regular Customer
1400,55,2,527.51,4,1,3,413,Regular Customer
1401,174,3,0.0,2,3,1,231,At Risk Customer
1402,119,3,0.0,2,3,1,231,At Risk Customer
1403,0,6,2038.8500000000001,5,5,4,554,Potential Loyalist
1404,31,6,1646.99,4,5,4,454,Potential Loyalist
1405,114,3,1296.62,2,3,4,234,At Risk Customer
1406,233,3,0.0,1,3,1,131,At Risk Customer
1407,218,1,0.0,1,1,1,111,At Risk Customer
1408,34,2,0.0,4,1,1,411,Regular Customer
1409,220,2,0.0,1,1,1,111,At Risk Customer
1410,57,5,162.49,4,5,3,453,Potential Loyalist
1411,224,2,0.0,1,1,1,111,At Risk Customer
1412,3,3,698.61,5,3,3,533,Potential Loyalist
1413,179,3,0.0,2,3,1,231,At Risk Customer
1414,137,2,0.0,2,1,1,211,At Risk Customer
1416,66,5,0.0,3,5,1,351,Regular Customer
1417,0,5,0.0,5,5,1,551,Potential Loyalist
1418,54,2,829.86,4,1,4,414,Regular Customer
1419,99,6,5203.04,3,5,5,355,Regular Customer
1420,90,3,4219.62,3,3,5,335,Regular Customer
1421,86,2,0.0,3,1,1,311,Regular Customer
1422,119,2,2685.78,2,1,5,215,At Risk Customer
1423,104,2,1066.1,3,1,4,314,Regular Customer
1424,22,2,513.7,5,1,3,513,Regular Customer
1425,79,4,518.32,3,4,3,343,Regular Customer
1426,14,6,0.0,5,5,1,551,Potential Loyalist
1427,27,4,2279.68,4,4,4,444,Potential Loyalist
1429,66,2,0.0,3,1,1,311,Regular Customer
1430,7,2,3753.0,5,1,5,515,Regular Customer
1431,54,1,0.0,4,1,1,411,Regular Customer
1432,189,2,0.0,1,1,1,111,At Risk Customer
1433,241,2,8307.94,1,1,5,115,At Risk Customer
1434,8,3,2580.84,5,3,5,535,Potential Loyalist
1435,347,1,0.0,1,1,1,111,At Risk Customer
1436,249,2,3005.46,1,1,5,115,At Risk Customer
1437,59,5,1919.23,4,5,4,454,Potential Loyalist
1438,30,3,313.88,4,3,3,433,Potential Loyalist
1439,117,2,0.0,2,1,1,211,At Risk Customer
1440,92,4,5960.25,3,4,5,345,Regular Customer
1441,39,3,503.92,4,3,3,433,Potential Loyalist
1442,115,4,0.0,2,4,1,241,At Risk Customer
1443,57,3,0.0,4,3,1,431,Potential Loyalist
1445,82,4,2774.91,3,4,5,345,Regular Customer
1446,78,3,0.0,3,3,1,331,Regular Customer
1447,18,5,2317.7200000000003,5,5,4,554,Potential Loyalist
1448,16,3,0.0,5,3,1,531,Potential Loyalist
1450,209,3,2384.76,1,3,5,135,At Risk Customer
1451,94,2,471.13,3,1,3,313,Regular Customer
1452,326,1,0.0,1,1,1,111,At Risk Customer
1453,60,4,0.0,4,4,1,441,Potential Loyalist
1454,49,6,2611.03,4,5,5,455,Potential Loyalist
1455,64,3,254.85,3,3,3,333,Regular Customer
1456,260,2,2899.21,1,1,5,115,At Risk Customer
1457,162,3,0.0,2,3,1,231,At Risk Customer
1458,22,5,2026.27,5,5,4,554,Potential Loyalist
1459,243,1,0.0,1,1,1,111,At Risk Customer
1460,88,1,0.0,3,1,1,311,Regular Customer
1461,5,1,579.51,5,1,3,513,Regular Customer
1462,52,3,1191.03,4,3,4,434,Potential Loyalist
1463,24,3,4949.6,5,3,5,535,Potential Loyalist
1464,24,5,1238.58,5,5,4,554,Potential Loyalist
1465,113,6,0.0,2,5,1,251,At Risk Customer
1466,102,2,1417.23,3,1,4,314,Regular Customer
1467,128,5,1121.45,2,5,4,254,At Risk Customer
1468,160,3,0.0,2,3,1,231,At Risk Customer
1469,91,2,0.0,3,1,1,311,Regular Customer
1470,87,4,0.0,3,4,1,341,Regular Customer
1471,46,3,1161.18,4,3,4,434,Potential Loyalist
1472,70,3,220.52,3,3,3,333,Regular Customer
1473,142,3,1213.67,2,3,4,234,At Risk Customer
1474,108,2,0.0,2,1,1,211,At Risk Customer
1475,16,1,0.0,5,1,1,511,Regular Customer
1477,28,3,2809.28,4,3,5,435,Potential Loyalist
1478,45,3,656.62,4,3,3,433,Potential Loyalist
1479,24,5,2925.48,5,5,5,555,High Value Customer
1480,111,3,0.0,2,3,1,231,At Risk Customer
1482,364,1,0.0,1,1,1,111,At Risk Customer
1483,21,2,4226.91,5,1,5,515,Regular Customer
1484,60,6,4044.9100000000003,4,5,5,455,Potential Loyalist
1485,53,2,0.0,4,1,1,411,Regular Customer
1486,245,2,2089.06,1,1,4,114,At Risk Customer
1487,64,3,5778.76,3,3,5,335,Regular Customer
1488,95,2,0.0,3,1,1,311,Regular Customer
1489,45,5,730.27,4,5,3,453,Potential Loyalist
1490,39,4,1211.39,4,4,4,444,Potential Loyalist
1491,38,2,0.0,4,1,1,411,Regular Customer
1492,14,6,2307.7699999999995,5,5,4,554,Potential Loyalist
1493,306,1,416.59,1,1,3,113,At Risk Customer
1494,54,3,0.0,4,3,1,431,Potential Loyalist
1495,17,2,0.0,5,1,1,511,Regular Customer
1496,9,5,2929.2999999999997,5,5,5,555,High Value Customer
1497,104,2,5020.5,3,1,5,315,Regular Customer
1498,24,4,5302.37,5,4,5,545,Potential Loyalist
1499,0,5,131.96,5,5,3,553,Potential Loyalist
1500,4,2,0.0,5,1,1,511,Regular Customer
1501,143,1,6016.54,2,1,5,215,At Risk Customer
1502,149,1,0.0,2,1,1,211,At Risk Customer
1503,64,4,4151.74,3,4,5,345,Regular Customer
1505,75,4,574.4,3,4,3,343,Regular Customer
1506,92,5,11867.1,3,5,5,355,Regular Customer
1507,0,1,0.0,5,1,1,511,Regular Customer
1508,277,1,0.0,1,1,1,111,At Risk Customer
1509,11,2,963.2,5,1,4,514,Regular Customer
1510,39,3,4993.48,4,3,5,435,Potential Loyalist
1511,1,2,0.0,5,1,1,511,Regular Customer
1512,79,2,0.0,3,1,1,311,Regular Customer
1513,186,4,165.17,1,4,3,143,At Risk Customer
1514,66,2,0.0,3,1,1,311,Regular Customer
1515,14,5,1602.91,5,5,4,554,Potential Loyalist
1516,31,2,0.0,4,1,1,411,Regular Customer
1517,142,4,2029.92,2,4,4,244,At Risk Customer
1518,7,4,6890.76,5,4,5,545,Potential Loyalist
1519,34,2,0.0,4,1,1,411,Regular Customer
1520,18,1,0.0,5,1,1,511,Regular Customer
1521,95,3,334.46,3,3,3,333,Regular Customer
1522,63,4,0.0,3,4,1,341,Regular Customer
1523,243,3,5576.1,1,3,5,135,At Risk Customer
1524,76,5,972.99,3,5,4,354,Regular Customer
1525,18,1,0.0,5,1,1,511,Regular Customer
1526,1,4,0.0,5,4,1,541,Potential Loyalist
1527,87,1,476.82,3,1,3,313,Regular Customer
1528,352,2,0.0,1,1,1,111,At Risk Customer
1529,104,3,4588.91,3,3,5,335,Regular Customer
1530,7,2,1126.92,5,1,4,514,Regular Customer
1531,3,1,2598.35,5,1,5,515,Regular Customer
